NUMPOINTS,X,Y
888,-15911.05177,7229701.839262568
445,-16201.58177,7229708.059262568
28,-16664.48177,7229665.069262568
25,-16665.56177,7229665.659262569
21,-15911.05177,7229695.769262568
928,-16170.36177,7229805.939262568
229,-16666.01177,7229666.409262569
45,-16306.23177,7229769.099262568
23,-16304.90177,7229766.549262568
28,-16305.73177,7229767.409262569
27,-16306.70177,7229768.569262568
1186,-15909.01177,7229696.839262568
84,-16210.87177,7229710.879262568
136,-16630.52177,7229587.109262568
21,-16305.23177,7229767.069262568
9,-15905.68177,7229698.179262568
9,-15908.01177,7229696.519262568
40,-16208.84177,7229712.909262569
33,-16205.37177,7229710.129262568
878,-16504.73177,7229526.179262568
30,-16205.40177,7229708.569262568
13,-16305.87177,7229769.239262569
32,-16205.34177,7229709.099262568
193,-16346.57177,7229617.019262568
44,-15910.19177,7229695.699262569
22,-15902.36177,7229716.469262568
45,-16204.81177,7229708.599262568
43,-16205.51177,7229708.709262568
36,-16205.59177,7229709.739262569
28,-16205.34177,7229708.569262568
31,-16205.37177,7229708.569262568
26,-16205.82177,7229709.709262568
31,-16205.59177,7229707.409262569
30,-16205.20177,7229709.909262569
50,-15911.95177,7229695.549262568
549,-15911.17177,7229695.859262568
403,-15910.10177,7229695.189262568
799,-15689.34177,7229916.349262568
40,-16205.48177,7229707.269262568
20,-16196.20177,7229531.549262568
22,-16186.70177,7229527.549262568
220,-16306.98177,7229769.319262568
31,-16196.37177,7229535.269262568
40,-16199.73177,7229707.519262568
149,-16630.84177,7229586.709262568
130,-16636.96177,7229583.059262568
24,-16196.62177,7229535.159262569
397,-16198.06177,7229531.569262568
40,-16795.31177,7229674.549262568
66,-15906.65177,7229697.369262569
91,-15905.15177,7229695.229262568
264,-16202.16177,7229708.639262568
197,-16091.73177,7229737.489262569
96,-15920.27177,7229690.929262568
1350,-15907.29177,7229694.969262568
223,-16084.43177,7229678.739262569
1159,-16439.59177,7229823.959262568
68,-16199.54177,7229710.929262568
56,-16189.34177,7229711.049262568
56529,-15901.63177,7229696.209262568
98,-16666.14177,7229579.429262568
616,-16338.16177,7229617.029262569
126,-16634.71177,7229588.779262569
10,-16183.68177,7229519.599262568
1640,-16207.51177,7229709.989262569
1627,-16207.45177,7229710.239262569
2196,-16205.29177,7229714.159262569
1221,-16205.68177,7229714.159262569
1751,-15735.37177,7229615.679262568
2113,-15738.45177,7229614.989262569
50,-15616.56177,7229781.159262569
24,-15618.68177,7229779.549262568
143,-15904.50177,7229716.739262569
8,-16184.81177,7229527.849262568
12,-16202.81177,7229530.159262569
25,-16197.04177,7229714.739262569
8,-16198.15177,7229528.519262568
7,-16187.95177,7229534.709262568
108,-16609.10177,7229586.569262568
95,-16638.03177,7229586.679262568
11,-16669.68177,7229663.889262568
37,-16073.80177,7229681.459262568
140,-16195.04177,7229713.929262568
11,-16185.15177,7229533.849262568
3057,-16193.43177,7229706.519262568
1578,-16205.18177,7229708.409262569
1297,-16196.01177,7229529.569262568
410,-15997.63177,7229955.259262568
1498,-16212.29177,7229708.929262568
1458,-16211.09177,7229708.019262568
1255,-16203.57177,7229714.179262568
1359,-16201.51177,7229713.849262568
1616,-16209.12177,7229711.459262568
2032,-16208.95177,7229709.929262568
88,-16630.84177,7229593.049262568
112,-16639.11177,7229580.099262568
38,-16505.96177,7229526.189262568
759,-15912.55177,7229696.699262569
126,-16341.17177,7229617.699262569
278,-16186.46177,7229814.749262569
1806,-16197.61177,7229709.589262568
103,-16632.13177,7229587.239262569
503,-15711.41177,7229883.189262568
2308,-16093.15177,7229732.709262568
297,-16198.47177,7229712.459262568
211,-16062.75177,7229632.189262568
105,-15734.56177,7229625.779262569
2646,-16893.34177,7229728.769262568
16,-16352.93177,7229717.879262568
136,-15851.95177,7229821.819262568
44,-15619.40177,7229778.849262568
39,-15619.26177,7229778.989262569
21,-16189.68177,7229528.739262569
511,-16199.54177,7229704.049262568
147,-16072.94177,7229685.199262569
236,-16071.98177,7229680.119262569
2335,-16829.11177,7230083.979262568
66,-16200.20177,7229713.019262568
309,-16056.24177,7229626.579262569
109,-15740.14177,7229614.429262568
3473,-15916.73177,7229694.299262568
158,-16913.23177,7229617.159262569
722,-16500.03177,7229753.899262568
284,-16195.20177,7229709.799262568
169,-16631.70177,7229598.169262568
3284,-15915.23177,7229696.569262568
149,-16201.18177,7229709.479262568
261,-16072.52177,7229680.659262569
212,-15855.95177,7229817.989262569
266,-16070.48177,7229681.589262568
111,-16070.69177,7229681.529262569
49,-15619.93177,7229779.909262569
774,-15911.26177,7229694.299262568
2136,-16308.55177,7229707.189262568
2935,-16178.54177,7229728.729262568
239,-16192.15177,7229528.819262568
46,-16197.61177,7229531.069262568
1456,-16195.25177,7229713.499262569
82185,-16077.56177,7229641.009262568
241,-16198.51177,7229713.849262568
50,-15903.01177,7229759.099262568
255,-16163.10177,7230010.979262568
368,-16205.04177,7229706.829262569
115,-16632.56177,7229591.579262569
51,-16536.69177,7230137.409262569
1475,-15710.65177,7229883.019262568
2837,-16197.15177,7229713.179262568
62,-16207.93177,7229707.749262569
26,-15908.26177,7229695.569262568
118,-16203.41177,7229703.249262569
245,-15836.56177,7229770.349262568
528,-15723.87177,7229891.039262569
671,-16195.50177,7229530.659262569
81,-15898.45177,7229755.349262568
173,-16521.84177,7229533.429262568
445,-15918.34177,7229697.869262569
68,-16355.01177,7229719.409262569
2805,-16092.58177,7229736.099262568
153,-16505.05177,7229526.139262568
139,-16203.41177,7229698.569262568
7,-16268.57177,7229736.889262568
42,-16133.65177,7229833.049262568
48,-16133.34177,7229832.659262569
15,-16197.31177,7229714.709262568
571,-15485.43177,7230038.409262569
231,-15911.37177,7229695.369262569
84,-16631.27177,7229594.719262568
34,-16444.06177,7229793.129262568
5,-16003.43177,7229578.159262569
8,-16003.29177,7229586.489262569
56,-16648.84177,7229590.489262569
108,-16444.06177,7229788.349262568
11,-16186.88177,7229813.949262569
553,-16185.38177,7229812.349262568
985,-16187.53177,7229814.479262568
13,-16447.17177,7229794.249262569
52,-16972.76177,7229606.209262568
5,-16705.73177,7230103.329262569
127,-16445.28177,7229790.489262569
200,-16199.59177,7229816.599262568
319,-16645.76177,7229578.429262568
398,-16680.77177,7229578.159262569
128,-16444.47177,7229789.569262568
71,-15887.43177,7229795.849262568
58,-16223.79177,7229724.409262569
98,-16444.86177,7229790.269262568
32,-15468.06177,7229910.159262569
68,-15888.06177,7229795.269262568
85,-15908.93177,7229776.319262568
66,-15675.90177,7229928.319262568
335,-15683.70177,7229828.369262569
49,-16074.45177,7229744.519262568
43,-15969.70177,7229793.659262569
40,-16194.06177,7229705.239262569
37,-15676.48177,7229930.959262568
49,-16082.23177,7229740.909262569
43,-16014.76177,7229768.019262568
31,-15903.37177,7229780.879262568
30,-15881.34177,7229791.409262569
35,-15676.73177,7229932.179262568
35,-15952.93177,7229788.209262568
49,-16223.31177,7229724.599262568
39,-15969.84177,7229793.679262568
37,-16418.73177,7229706.069262568
40,-15964.51177,7229791.989262569
38,-16035.70177,7229757.409262569
31,-16425.73177,7229704.209262568
31,-16425.73177,7229704.069262568
35,-15680.04177,7229930.909262569
28,-15672.68177,7229926.269262568
31,-16199.18177,7229788.019262568
56,-16128.56177,7229726.659262569
31,-15675.62177,7229929.179262568
30,-15678.12177,7229932.629262568
57,-17028.87177,7229784.049262568
89,-17027.90177,7229781.879262568
29,-15676.90177,7229930.879262568
28,-15677.06177,7229930.909262569
38,-16186.03177,7229815.019262568
30,-15677.37177,7229932.429262568
659,-16626.20177,7229585.549262568
10,-16662.59177,7229587.159262569
98,-16664.37177,7229578.239262569
239,-16679.51177,7229575.739262569
3344,-16642.22177,7229585.509262568
42,-16187.21177,7229814.419262568
34,-16186.46177,7229814.819262568
99,-16167.84177,7229801.739262569
44,-16186.13177,7229815.019262568
80,-16186.35177,7229814.879262568
599,-16214.18177,7229705.709262568
373,-16000.52177,7229579.559262568
19,-15922.18177,7229696.349262568
10,-15916.09177,7229696.519262568
56,-16186.78177,7229814.679262568
165,-16445.28177,7229790.299262568
6,-16640.37177,7229589.879262568
16,-15914.54177,7229696.769262568
19,-15919.90177,7229696.959262568
11,-15909.87177,7229697.519262568
18,-15918.43177,7229691.269262568
10,-15914.87177,7229693.989262569
16,-15907.68177,7229696.129262568
5,-16638.62177,7229586.099262568
16,-15915.73177,7229695.069262568
115,-16445.19177,7229790.459262568
58,-16643.79177,7229588.349262568
6,-16186.32177,7229813.459262568
56,-15673.95177,7229713.429262568
14,-15669.98177,7229713.659262569
37,-16346.29177,7229684.709262568
74,-16309.51177,7229684.799262568
13,-15753.51177,7229704.319262568
18,-15753.70177,7229703.799262568
17,-16667.54177,7229578.489262569
16,-16654.12177,7229583.739262569
141,-16339.76177,7229681.739262569
36,-16314.13177,7229712.459262568
131,-16188.00177,7229814.939262568
128,-15912.23177,7229696.239262569
157,-16445.36177,7229790.349262568
31,-15911.05177,7229696.299262568
50,-15683.49177,7229934.289262569
25,-16128.59177,7229739.159262569
29,-16129.18177,7229740.409262569
417,-16182.20177,7229817.209262568
265,-15710.42177,7229712.929262568
12,-16190.00177,7229812.749262569
28,-16330.84177,7229682.319262568
22,-16344.81177,7229687.929262568
21,-16187.81177,7229533.519262568
16,-16190.43177,7229532.929262568
109,-15910.08177,7229697.319262568
276,-16181.29177,7229816.429262568
30,-16128.59177,7229738.989262569
35,-16129.73177,7229739.879262568
1427,-16631.27177,7229591.719262568
103,-16443.58177,7229791.599262568
8,-16448.43177,7229796.709262568
6,-16450.56177,7229798.709262568
38,-16129.73177,7229738.819262568
24,-16128.51177,7229739.239262569
38,-16129.34177,7229739.519262568
54,-16128.84177,7229739.299262568
20,-16444.87177,7229788.179262568
9,-16447.45177,7229790.849262568
30,-16127.26177,7229738.409262569
29,-16128.70177,7229739.459262568
19,-16447.54177,7229796.989262569
8,-16445.95177,7229797.549262568
92,-16131.15177,7229739.489262569
19,-16128.59177,7229738.209262568
8,-16452.06177,7229794.459262568
7,-16445.26177,7229789.569262568
490,-16002.99177,7229580.099262568
36,-16188.48177,7229814.299262568
24,-16129.12177,7229738.989262569
33,-16128.34177,7229739.819262568
19,-16451.84177,7229796.269262568
9,-16450.04177,7229796.209262568
11,-16205.20177,7229706.799262568
6,-16450.01177,7229797.179262568
9,-16446.59177,7229798.159262569
12,-16445.29177,7229798.099262568
12,-16450.68177,7229798.209262568
18,-16451.18177,7229798.409262569
69,-16129.51177,7229739.099262568
17,-16128.09177,7229739.239262569
18,-16450.26177,7229797.679262568
16,-16442.70177,7229789.549262568
16,-16442.84177,7229792.819262568
32,-16128.76177,7229738.519262568
37,-16130.29177,7229739.909262569
73,-16128.93177,7229739.709262568
20,-16451.95177,7229796.319262568
8,-16449.98177,7229796.179262568
4,-16442.73177,7229796.099262568
15,-16442.06177,7229791.679262568
7,-16448.12177,7229796.679262568
36,-16129.68177,7229739.769262568
53,-16128.76177,7229741.549262568
22,-15919.65177,7229685.929262568
6,-16447.01177,7229792.549262568
1184,-16653.27177,7229585.039262569
163,-16178.20177,7229801.989262569
34,-16127.62177,7229738.819262568
18,-16449.79177,7229795.239262569
18,-16452.06177,7229795.769262568
19,-16449.73177,7229797.959262568
6,-16449.95177,7229798.129262568
29,-16200.23177,7229707.319262568
12,-16205.20177,7229707.159262569
21,-16202.93177,7229707.019262568
8,-16445.26177,7229796.799262568
20,-16451.51177,7229795.659262569
11,-16450.37177,7229795.599262568
28,-16204.73177,7229706.459262568
8,-16448.26177,7229790.799262568
12,-16450.70177,7229790.769262568
6,-16450.29177,7229795.489262569
5,-16446.20177,7229792.319262568
5,-16446.59177,7229792.299262568
4,-16441.37177,7229793.539262569
8,-16450.73177,7229792.549262568
12,-16450.70177,7229792.429262568
15,-16202.18177,7229707.819262568
14,-16205.45177,7229706.909262569
14,-16207.31177,7229707.019262568
15,-16443.01177,7229794.209262568
16,-16202.26177,7229707.129262568
19,-16204.76177,7229706.629262568
7,-16184.04177,7229811.019262568
50,-16205.23177,7229706.709262568
130,-16197.65177,7229708.069262568
14,-16202.09177,7229707.519262568
12,-16207.70177,7229706.379262568
12,-16206.07177,7229706.959262568
873,-16190.10177,7229813.149262568
9,-16002.98177,7229578.159262569
2144,-16198.82177,7229532.229262568
114,-16682.13177,7229584.499262569
613,-15912.76177,7229695.169262568
269,-16004.39177,7229577.419262568
296,-16004.39177,7229578.429262568
16,-17027.34177,7229782.989262569
10615,-16638.89177,7229584.499262569
5578,-16196.11177,7229530.599262568
407,-16681.31177,7229591.379262568
48,-15740.98177,7229680.569262568
9,-15923.18177,7229696.269262568
13,-15913.73177,7229695.519262568
15,-16649.37177,7229586.769262568
23,-16636.79177,7229588.849262568
783,-16002.99177,7229578.089262568
89,-16790.31177,7229668.429262568
10,-16688.62177,7229582.349262568
56,-15911.26177,7229697.319262568
12,-16194.31177,7229707.679262568
10,-16194.40177,7229707.569262568
19,-16675.34177,7229577.179262568
10,-16197.09177,7229706.679262568
6,-16196.90177,7229706.739262569
17,-16636.45177,7229588.849262568
32,-16675.04177,7229579.239262569
15,-16190.29177,7229707.709262568
13,-16199.06177,7229820.409262569
1030,-16918.70177,7229617.969262568
8,-16209.29177,7229712.409262569
436,-16681.41177,7229582.029262569
395,-16627.43177,7229582.499262569
645,-15925.46177,7229696.769262568
20,-16660.65177,7229577.239262569
21,-16201.23177,7229706.549262568
26,-16197.48177,7229711.849262568
133,-16133.34177,7229738.739262569
225,-15922.15177,7229796.569262568
295,-15909.33177,7229691.359262568
659,-15919.56177,7229691.429262568
21,-16917.98177,7229617.949262569
11,-16196.23177,7229822.049262568
15,-16887.91177,7229624.709262568
776,-16659.81177,7229581.969262568
42676,-16676.12177,7229592.389262568
136,-15934.11177,7229804.869262569
64,-16013.08177,7229703.109262568
7,-16196.93177,7229706.739262569
10,-16194.23177,7229707.569262568
1237,-16180.77177,7229818.149262568
23,-16005.51177,7229578.799262568
23,-16006.90177,7229579.159262569
270,-16628.43177,7229587.929262568
383,-15787.51177,7229856.489262569
74,-16638.20177,7229586.739262569
13,-16196.40177,7229810.209262568
910,-16634.49177,7229593.589262568
346,-16186.99177,7229815.019262568
18,-16676.68177,7229577.709262568
7,-15902.12177,7229706.269262568
12,-15916.20177,7229695.209262568
26,-16666.37177,7229586.659262569
178,-15832.62177,7229757.329262569
46,-15871.03177,7229758.729262568
109,-16194.82177,7229746.649262568
46,-15931.11177,7229807.069262568
447,-15813.97177,7229653.619262569
186,-16057.71177,7229866.219262568
29,-15909.01177,7229758.669262568
200,-15901.18177,7229758.669262568
336,-16165.21177,7229917.149262568
200,-16650.68177,7229590.069262568
1253,-16637.51177,7229583.739262569
39,-15863.52177,7229813.279262569
202,-16637.34177,7229580.709262568
482,-16186.67177,7229812.949262569
1086,-15945.68177,7229840.519262568
298,-16638.84177,7229581.019262568
112,-15910.62177,7229695.429262568
465,-15782.43177,7229857.549262568
227,-15728.44177,7229684.479262568
1946,-16642.54177,7229584.899262568
11,-16186.37177,7229813.799262568
13,-16681.06177,7229581.709262568
23,-16208.40177,7229640.159262569
34,-16644.58177,7229585.969262568
100,-16128.98177,7229739.209262568
320,-16638.70177,7229589.209262568
21,-16016.79177,7229695.299262568
10,-15676.51177,7229761.269262568
12,-15676.73177,7229761.409262569
277,-15781.34177,7229663.909262569
738,-16441.61177,7230058.869262569
486,-15753.18177,7229731.909262569
1004,-15892.06177,7230013.849262568
141,-16033.69177,7229777.909262569
106,-16961.08177,7229769.749262569
5,-16295.05177,7229717.059262568
871,-15624.37177,7229796.119262569
366,-15631.24177,7229806.469262568
1103,-15958.36177,7229745.709262568
282,-16363.93177,7229723.639262568
102,-17156.09177,7229553.819262568
567,-16220.87177,7229739.819262568
71,-16194.18177,7229729.159262569
66,-16194.15177,7229729.159262569
70,-15742.18177,7229787.319262568
68,-15743.12177,7229787.019262568
7918,-16264.99177,7229818.559262568
69,-15742.45177,7229787.429262568
69,-15742.51177,7229787.319262568
12863,-15729.53177,7229870.099262568
16,-15667.48177,7229783.929262568
64,-16194.23177,7229729.209262568
721,-15635.32177,7229816.749262569
1644,-16252.87177,7229730.289262569
21,-15667.54177,7229783.929262568
20,-15667.45177,7229783.909262569
17,-15667.65177,7229783.959262568
2359,-16363.05177,7229711.929262568
857,-15607.85177,7229753.259262568
239,-16686.68177,7229767.909262569
1201,-16201.80177,7229719.209262568
334,-15466.57177,7229909.429262568
884,-15538.22177,7229984.959262568
181,-16223.38177,7229586.599262568
824,-15741.96177,7229891.319262568
396,-16215.35177,7229758.529262569
509,-15662.56177,7229816.409262569
1536,-16244.50177,7229759.739262569
344,-15813.76177,7229872.339262568
335,-16352.01177,7229598.459262568
463,-16701.57177,7229809.169262568
2670,-15545.55177,7229442.369262569
19,-15828.20177,7229674.069262568
120,-16748.59177,7229753.679262568
108,-15809.78177,7229772.869262569
498,-16606.92177,7229553.439262568
24,-16192.40177,7229797.519262568
523,-16607.28177,7229551.169262568
559,-15626.04177,7229774.519262568
567,-15626.87177,7229774.129262568
513,-15611.01177,7229780.959262568
281,-15753.99177,7229641.099262568
5745,-15726.31177,7229784.979262568
7,-16430.65177,7229793.539262569
1967,-16110.92177,7229854.669262568
29,-16294.40177,7229601.799262568
148,-15474.51177,7230024.149262568
400,-15948.84177,7229844.849262568
1,-16151.16177,7229930.559262568
9,-15645.18177,7229855.379262568
374,-15636.39177,7229820.359262568
1778,-15964.95177,7229957.129262568
72,-16228.81177,7229750.209262568
41,-16310.40177,7229748.429262568
1969,-16237.52177,7229723.079262569
386,-15654.33177,7229856.449262569
2218,-16387.08177,7230042.939262568
79,-16081.37177,7229921.049262568
136,-16661.76177,7230196.429262568
491,-15469.88177,7230030.129262568
533,-16235.49177,7229722.609262568
1390,-16228.01177,7229738.549262568
554,-15953.64177,7229995.229262568
44,-16313.18177,7229749.379262568
1422,-16182.49177,7229965.339262568
61,-15650.37177,7230240.819262568
271,-16106.78177,7229737.209262568
1206,-16696.29177,7229806.069262568
421,-16184.85177,7229764.339262568
23,-15915.54177,7229697.959262568
27,-15917.23177,7229697.799262568
509,-15912.15177,7230407.539262569
256,-15909.15177,7230408.409262569
910,-15651.57177,7229786.339262568
15,-15916.04177,7229697.679262568
1236,-16218.13177,7229741.489262569
515,-15646.69177,7229787.509262568
10,-15915.56177,7229697.929262568
16,-15915.45177,7229697.909262569
693,-16979.53177,7229795.719262568
24,-15916.06177,7229697.549262568
33,-15916.06177,7229697.319262568
28,-15915.95177,7229697.599262568
774,-16104.06177,7229665.849262568
25,-15915.29177,7229697.769262568
12,-15915.65177,7229697.959262568
69,-15915.37177,7229697.849262568
442,-16179.59177,7229759.519262568
471,-16186.67177,7229763.459262568
3029,-16231.41177,7229768.679262568
167,-15847.73177,7229695.459262568
474,-15910.40177,7229761.549262568
174,-16171.62177,7229925.349262568
377,-15768.92177,7229748.869262569
19,-15913.54177,7229697.569262568
7,-15913.23177,7229697.879262568
179,-16172.04177,7229980.379262568
117,-16171.95177,7229980.409262569
67,-16574.45177,7230163.159262569
74,-16121.51177,7229938.629262568
117,-16171.68177,7229980.819262568
103,-16240.95177,7229888.709262568
48,-16198.95177,7229903.849262568
1193,-16629.65177,7229755.929262568
2749,-16521.41177,7229534.669262568
449,-15766.78177,7229746.329262569
58,-16247.15177,7229763.299262568
50,-16247.45177,7229762.739262569
485,-15594.87177,7229788.629262568
57,-16659.37177,7229557.429262568
61,-16658.56177,7229556.459262568
55,-16121.62177,7229938.799262568
51,-16132.93177,7229910.409262569
397,-16229.91177,7229738.899262568
484,-15736.43177,7229872.629262568
518,-16230.91177,7229740.709262568
41,-15915.98177,7229697.989262569
99,-16121.62177,7229938.709262568
483,-15734.90177,7229871.909262569
895,-15687.78177,7229978.479262568
267,-16311.77177,7229728.019262568
1200,-16369.65177,7229683.659262569
960,-16374.32177,7229685.949262569
37,-15915.76177,7229698.069262568
1727,-16230.55177,7229766.809262568
5590,-16230.20177,7229767.209262568
1599,-15719.90177,7229799.569262568
53,-15751.29177,7229731.179262568
349,-15815.18177,7229873.679262568
273,-15678.62177,7230064.179262568
60,-16024.26177,7229952.409262569
105,-16080.81177,7229919.269262568
1259,-16195.68177,7229749.319262568
1703,-15693.95177,7229876.549262568
184,-15751.04177,7229731.129262568
40,-15915.70177,7229697.989262569
45,-15915.95177,7229697.909262569
181,-16146.15177,7229927.129262568
98,-16179.98177,7229913.129262568
522,-15657.02177,7229787.319262568
88,-15751.01177,7229731.129262568
32,-16151.15177,7229653.819262568
67,-15915.93177,7229697.819262568
2358,-15949.46177,7229746.049262568
57,-15915.68177,7229697.679262568
26,-15688.31177,7229810.099262568
36,-16846.84177,7229587.909262569
53,-15915.51177,7229698.379262568
957,-15478.46177,7229914.279262569
6452,-16347.82177,7229752.109262568
483,-15740.46177,7229749.189262568
55,-15912.65177,7229698.019262568
55,-15916.04177,7229698.069262568
759,-15637.25177,7229828.169262568
78,-16232.40177,7229757.239262569
91,-16234.98177,7229756.799262568
66,-15916.01177,7229697.989262569
76,-16233.79177,7229756.659262569
62,-16232.34177,7229757.159262569
530,-15633.60177,7229865.889262568
486,-15634.56177,7229866.889262568
6583,-16144.54177,7229728.409262569
171,-16232.40177,7229757.209262568
65,-16236.54177,7229756.599262568
5704,-16201.37177,7229767.549262568
1803,-15658.92177,7230213.599262568
76,-16235.31177,7229758.319262568
56,-16223.98177,7229753.409262569
93,-16232.37177,7229757.299262568
2098,-16198.36177,7229765.679262568
85,-16232.43177,7229757.239262569
1048,-15689.53177,7229862.689262568
1316,-15681.16177,7229862.629262568
797,-15512.04177,7229765.609262568
1389,-15752.40177,7229881.249262569
425,-16156.76177,7229748.079262569
502,-16163.62177,7229742.669262568
746,-15628.02177,7229799.059262568
685,-15633.71177,7229810.139262568
604,-16296.87177,7229696.019262568
521,-16296.31177,7229695.409262569
3891,-16419.07177,7229773.839262568
441,-16224.46177,7229766.759262568
708,-15613.00177,7229916.279262569
633,-15542.62177,7229790.049262568
13,-16134.53177,7229747.579262569
500,-15636.28177,7229816.219262568
813,-16144.08177,7229729.089262568
753,-15679.06177,7230108.409262569
388,-16234.33177,7229727.709262568
344,-16017.38177,7229839.759262568
3492,-15725.38177,7229742.149262568
1382,-15636.42177,7229816.499262569
1371,-15688.67177,7229862.629262568
52,-16390.62177,7229582.909262569
87,-16267.20177,7229810.099262568
617,-15716.03177,7229800.939262568
1207,-15723.32177,7229796.599262568
6646,-15852.34177,7229794.049262568
203,-16555.65177,7229810.659262569
404,-16217.92177,7229756.409262569
108,-16233.90177,7229756.429262568
311,-16258.15177,7229758.049262568
91,-16812.76177,7229775.099262568
634,-16224.15177,7229757.409262569
69,-16172.37177,7229962.239262569
2303,-16359.62177,7229493.589262568
379,-16218.48177,7229735.459262568
45,-16647.57177,7229586.759262568
414,-16641.47177,7229787.779262569
891,-16305.87177,7229757.049262568
48,-16151.45177,7229726.349262568
38,-16148.40177,7229726.929262568
915,-16242.01177,7229714.159262569
585,-15622.01177,7229874.899262568
1900,-15489.51177,7229815.349262568
292,-16283.15177,7229759.209262568
361,-15935.32177,7229824.379262568
360,-15935.87177,7229824.319262568
4140,-16280.25177,7229754.289262569
370,-15717.48177,7229908.989262569
36,-17052.06177,7229277.749262569
326,-16342.38177,7229411.099262568
684,-15719.35177,7229798.269262568
201,-16606.21177,7229552.759262568
1995,-15861.16177,7229746.249262569
44,-16142.31177,7229744.669262568
315,-15749.01177,7229744.819262568
2163,-15777.90177,7229749.719262568
326,-15717.15177,7229910.239262569
3693,-15703.77177,7229809.339262568
483,-15633.28177,7229774.559262568
563,-15729.55177,7229870.389262568
1168,-15686.42177,7229861.639262568
1709,-15781.55177,7229750.049262568
111,-16213.06177,7229795.789262569
71,-15914.95177,7229698.459262568
1660,-15779.51177,7229751.119262569
2641,-16385.90177,7229787.379262568
2155,-16277.01177,7230281.629262568
33,-15913.76177,7229698.129262568
1910,-15742.32177,7229874.529262569
6895,-15720.62177,7229885.979262568
74,-15915.06177,7229698.379262568
45,-15914.84177,7229697.849262568
37,-15915.31177,7229697.929262568
65,-15914.59177,7229698.099262568
42,-15915.06177,7229698.409262569
315,-16121.34177,7229725.179262568
47,-15915.04177,7229698.349262568
54,-15913.90177,7229698.019262568
3268,-16108.78177,7229732.629262568
336,-15753.20177,7229880.679262568
832,-16250.61177,7229700.709262568
1150,-16867.01177,7230013.139262568
12,-16314.51177,7229712.769262568
324,-15969.75177,7229832.069262568
56,-15649.59177,7229881.269262568
28,-15649.29177,7229882.549262568
993,-15928.64177,7229757.729262568
676,-15745.71177,7229944.109262568
798,-15675.66177,7229903.059262568
1430,-15625.34177,7229904.399262568
871,-15610.53177,7229912.879262568
28,-16300.29177,7229704.179262568
166,-17049.91177,7229521.579262569
362,-15788.76177,7229757.889262568
1469,-15883.90177,7229918.549262568
1266,-16200.86177,7229737.909262569
978,-15634.56177,7229841.919262568
585,-15646.69177,7229822.159262569
323,-15649.48177,7229822.159262569
32,-16014.04177,7229327.689262568
912,-15838.41177,7229774.489262569
846,-15633.81177,7229863.949262569
828,-15612.68177,7229913.279262569
24,-15723.21177,7229965.039262569
34,-15499.92177,7229625.709262568
1232,-15610.21177,7229914.079262569
610,-15627.48177,7229903.199262569
489,-15675.45177,7230061.909262569
673,-15402.71177,7229906.269262568
32,-16298.68177,7229705.369262569
458,-16304.69177,7229755.999262569
60,-16303.47177,7229702.919262568
57,-16343.59177,7229727.099262568
45,-16347.57177,7229724.459262568
52,-16335.49177,7229716.409262569
340,-16140.32177,7229820.889262568
