NUMPOINTS,X,Y
1320,-16345.24177,7229735.429262568
703,-16141.07177,7229821.689262568
59,-16348.00177,7229725.989262569
1732,-15697.86177,7229865.619262569
884,-15613.32177,7229854.799262568
41,-16953.13177,7229798.609262568
28,-16950.19177,7229793.849262568
921,-15624.16177,7229905.199262569
837,-15670.29177,7230097.189262568
822,-15672.22177,7230103.729262568
1142,-15789.49177,7230119.409262569
764,-15632.63177,7229861.079262569
712,-15637.78177,7230081.509262568
5619,-17018.43177,7229297.569262568
628,-15641.86177,7229829.039262569
352,-16250.31177,7229713.819262568
235,-16317.59177,7229744.419262568
27,-16323.76177,7230133.349262568
916,-15685.20177,7229783.299262568
304,-15664.82177,7229786.979262568
106,-15996.95177,7229704.549262568
719,-15497.66177,7229944.379262568
426,-16569.82177,7230124.859262568
797,-16004.17177,7229881.369262569
963,-15606.78177,7229915.479262568
373,-16183.90177,7229789.489262569
1729,-16240.85177,7229748.189262568
35,-15679.00177,7229800.219262568
331,-16226.40177,7229558.489262569
81,-16226.48177,7229558.679262568
305,-15897.85177,7230161.169262568
314,-16206.01177,7229773.739262569
1978,-16366.27177,7229742.039262569
39,-16423.20177,7229786.769262568
1187,-16941.55177,7229749.989262569
300,-16365.00177,7229439.519262568
773,-15792.29177,7229502.519262568
481,-15804.70177,7229734.099262568
434,-15681.69177,7229807.099262568
114,-16423.65177,7229555.819262568
15,-16337.79177,7229767.179262568
236,-15763.18177,7229664.179262568
108,-16130.34177,7229738.639262568
54,-16317.34177,7229747.569262568
68,-16355.37177,7230023.569262568
524,-16293.32177,7229676.469262568
18,-16382.62177,7230035.459262568
46,-16355.62177,7230023.569262568
20,-16357.15177,7230024.599262568
620,-15610.10177,7229929.159262569
991,-15631.77177,7229849.459262568
47,-16239.38177,7229771.729262568
52,-16263.33177,7229718.909262569
51,-16095.26177,7229821.689262568
1661,-16231.58177,7229750.439262568
61,-15622.26177,7229854.519262568
65,-16089.68177,7229823.699262569
55,-16437.62177,7229760.159262569
1145,-16210.62177,7229773.049262568
396,-15507.15177,7229811.329262569
66,-16489.62177,7230029.159262569
948,-16162.34177,7229760.679262568
1591,-16385.39177,7229766.409262569
684,-15644.11177,7230258.089262568
171,-15681.16177,7229811.159262569
404,-15684.59177,7229782.449262569
77,-16332.98177,7230045.959262568
502,-16228.94177,7229738.899262568
2453,-16186.67177,7229698.439262568
265,-15706.80177,7229800.139262568
11847,-15957.29177,7229967.649262568
13870,-15947.20177,7229976.259262568
203,-15909.79177,7230417.069262568
1716,-16194.11177,7229726.489262569
524,-15755.56177,7229788.739262569
173,-15682.13177,7229783.179262568
713,-15998.06177,7230292.369262569
44,-16500.18177,7229546.629262568
263,-15912.57177,7230427.689262568
122,-16186.03177,7229788.979262568
282,-16459.83177,7229805.269262568
4457,-16437.94177,7229824.899262568
333,-16402.11177,7230328.579262569
524,-16301.68177,7229705.579262569
721,-15407.33177,7229905.269262568
91,-16403.64177,7230332.319262568
741,-16982.75177,7229795.519262568
121,-16390.33177,7230326.859262569
197,-15978.37177,7229951.749262569
427,-16273.57177,7229764.209262568
292,-16293.31177,7229953.989262569
810,-16021.12177,7229662.449262569
2421,-16860.44177,7229420.559262568
320,-15631.56177,7229804.709262568
159,-15972.29177,7229848.249262569
823,-15624.37177,7229904.729262568
1689,-15674.65177,7229859.679262568
163,-16057.28177,7230322.309262568
445,-16314.99177,7229754.259262568
82,-15616.34177,7229783.409262569
1231,-16510.73177,7229603.849262568
269,-16228.76177,7229752.139262568
1187,-15669.00177,7230109.129262568
825,-15626.30177,7229903.729262568
362,-16337.86177,7229692.189262568
460,-16313.81177,7229741.439262568
430,-15663.53177,7229820.159262569
667,-16310.80177,7229720.539262569
487,-16332.15177,7229714.199262569
371,-16340.09177,7229720.539262569
345,-16342.35177,7229721.879262568
510,-15629.63177,7229854.739262569
862,-16934.71177,7229462.449262569
533,-16346.10177,7229728.219262568
432,-16347.07177,7229730.089262568
475,-16336.23177,7229718.539262569
192,-16078.42177,7230461.059262568
766,-16099.44177,7229838.049262568
131,-16436.01177,7229829.849262568
155,-16156.74177,7229751.859262568
520,-16344.92177,7229726.689262568
2936,-16222.61177,7229754.859262568
256,-16437.12177,7229835.959262568
4222,-16351.04177,7229770.619262569
744,-16093.97177,7229838.979262568
421,-16255.66177,7229743.579262569
53,-16759.65177,7229427.489262569
1446,-16238.17177,7229753.589262568
534,-16080.24177,7230458.189262568
223,-15662.31177,7230181.519262568
89,-16330.20177,7229710.959262568
377,-16090.22177,7229680.009262568
9808,-16657.13177,7229569.939262568
367,-16350.07177,7229731.429262568
74,-16261.43177,7229813.799262568
872,-15631.88177,7229870.489262569
815,-15626.84177,7229855.339262568
260,-16137.04177,7229737.519262568
290,-16134.54177,7229736.519262568
109,-16306.34177,7229703.429262568
542,-16301.36177,7229702.709262568
19,-16662.01177,7229594.099262568
558,-15636.50177,7229873.429262568
476,-16345.99177,7229725.679262568
844,-15501.63177,7229816.149262568
1390,-16181.48177,7229972.409262569
24,-15688.65177,7229845.039262569
77,-16139.54177,7229743.629262568
1057,-15632.02177,7229858.829262569
458,-15526.20177,7229810.009262568
292,-15538.22177,7229980.479262568
447,-16130.12177,7229736.489262569
75,-16488.54177,7229755.429262568
442,-16132.06177,7229737.099262568
680,-15672.12177,7230104.659262569
718,-15663.96177,7230125.879262568
1897,-15663.53177,7230174.439262568
833,-15521.59177,7229811.409262569
546,-15715.38177,7229947.659262569
1221,-15975.33177,7229854.759262568
1750,-16019.32177,7229909.699262569
507,-16211.81177,7229739.319262568
931,-15445.41177,7229897.189262568
602,-15480.71177,7230020.989262569
842,-15566.54177,7229768.879262568
767,-16145.04177,7230225.539262569
866,-16110.71177,7230200.189262568
886,-15429.97177,7229903.269262568
589,-16501.20177,7229853.929262568
744,-15758.19177,7229880.979262568
594,-15665.07177,7229863.959262568
673,-15596.58177,7229727.689262568
980,-15626.52177,7229854.339262568
316,-16212.34177,7229772.349262568
510,-15541.65177,7229768.949262569
954,-15624.26177,7229854.469262568
559,-15628.13177,7229855.139262568
844,-16673.33177,7229465.979262568
185,-15402.28177,7229906.869262569
757,-15521.80177,7229941.039262569
349,-16276.07177,7229768.359262569
891,-15479.75177,7229920.419262568
19,-16541.06177,7229613.599262568
348,-16228.33177,7229739.179262568
807,-15743.56177,7230231.909262569
438,-15943.13177,7229682.549262568
2155,-15971.99177,7229937.709262568
484,-16300.12177,7229702.569262568
24,-16323.57177,7229755.459262568
596,-15662.60177,7229863.959262568
330,-15790.16177,7229872.309262568
11,-16205.68177,7229887.789262569
591,-16228.45177,7229721.129262568
2581,-16621.51177,7229823.159262569
79,-15382.44177,7229547.769262568
329,-16330.76177,7229759.269262568
1259,-15667.10177,7229809.619262569
1482,-16373.54177,7230030.179262568
695,-15817.06177,7230173.779262569
638,-16244.18177,7229737.159262569
947,-16215.35177,7229763.019262568
567,-15930.68177,7230247.279262569
299,-16129.38177,7229740.159262569
328,-16130.27177,7229742.599262568
21,-16320.68177,7229759.129262568
32,-16321.84177,7229756.849262568
1685,-15717.30177,7229896.079262569
617,-16264.56177,7229815.819262568
809,-15710.31177,7230084.849262568
931,-16211.48177,7229771.519262568
625,-16231.09177,7229742.579262569
1240,-16405.09177,7229756.349262568
186,-16489.12177,7229606.209262568
2034,-15845.92177,7229937.499262569
684,-16212.74177,7229771.019262568
663,-16208.34177,7229773.359262568
312,-15978.54177,7229931.069262568
144,-16312.20177,7229778.029262569
532,-15687.28177,7229863.779262569
783,-15652.59177,7230359.989262569
184,-16400.43177,7229615.679262568
82,-16893.53177,7229726.139262568
52,-16359.59177,7230027.769262568
20,-16040.18177,7229754.179262568
350,-16423.56177,7229796.589262568
10484,-16099.32177,7229831.959262568
346,-16577.20177,7229600.399262568
578,-15530.82177,7229990.959262568
578,-15657.63177,7229813.209262568
4199,-16460.04177,7229759.199262569
649,-16022.73177,7229838.919262568
421,-15615.68177,7229909.809262568
451,-16209.63177,7229772.819262568
1715,-17136.51177,7229696.529262569
23,-16320.51177,7229759.299262568
22,-16273.40177,7229775.799262568
1422,-16009.22177,7230267.619262569
1471,-16346.42177,7229773.559262568
584,-15946.56177,7230030.129262568
2389,-16154.81177,7230404.259262568
456,-15656.81177,7229813.239262569
1218,-15703.80177,7229824.929262568
188,-15753.79177,7229891.859262568
539,-15624.05177,7229874.159262569
581,-15623.62177,7229905.669262568
4576,-15863.32177,7229756.749262569
907,-15676.41177,7230052.419262568
469,-16263.60177,7229833.039262569
1252,-15632.18177,7229864.129262568
770,-15752.04177,7229746.749262569
49,-16448.56177,7230059.099262568
967,-15703.56177,7229511.289262569
1186,-16211.07177,7229784.569262568
486,-16298.04177,7229777.989262569
660,-15795.28177,7229755.859262568
52,-16558.00177,7229612.019262568
251,-16538.56177,7229635.179262568
56,-15872.34177,7229318.959262568
2443,-16204.37177,7229786.379262568
118,-16965.01177,7229777.599262568
112,-16268.21177,7229837.849262568
72,-16542.98177,7229612.849262568
112,-16539.56177,7229606.629262568
16,-16350.51177,7230016.409262569
369,-16301.79177,7229678.209262568
178,-16191.43177,7229705.909262569
783,-16101.38177,7229834.109262568
130,-15819.53177,7229683.609262568
236,-15634.81177,7229831.549262568
250,-15949.88177,7229706.049262568
49,-15803.37177,7229669.539262569
205,-15633.09177,7229831.819262568
209,-15633.43177,7229831.629262568
664,-15687.76177,7229810.209262568
2625,-15752.68177,7229744.239262569
386,-15630.37177,7229841.069262568
572,-16342.24177,7229772.759262568
1414,-15832.98177,7229651.109262568
6896,-16332.69177,7229717.269262568
910,-15677.37177,7230039.269262568
70,-16657.34177,7230172.239262569
2244,-16352.97177,7229734.359262568
362,-16132.15177,7229737.549262568
541,-16141.61177,7229720.879262568
2279,-16065.91177,7229732.289262569
133,-16258.65177,7229747.879262568
161,-15744.96177,7229739.969262568
862,-15381.18177,7230189.789262569
1462,-15647.87177,7229822.889262568
62,-15872.48177,7229319.049262568
277,-15729.59177,7229740.379262568
490,-15636.52177,7229827.659262569
654,-15634.13177,7229817.749262569
55,-16206.65177,7229887.349262568
2216,-15825.67177,7229675.949262569
40,-17102.01177,7229677.879262568
518,-15667.53177,7229783.319262568
944,-15680.38177,7229786.579262569
1440,-15724.81177,7229865.599262568
640,-16131.56177,7229736.799262568
613,-15915.45177,7229882.769262568
351,-15364.20177,7230155.099262568
1740,-16216.72177,7229767.439262568
609,-16183.12177,7229981.659262569
1986,-16355.98177,7230014.429262568
43,-16409.40177,7229762.929262568
1820,-16345.78177,7229726.819262568
1692,-16214.01177,7229762.319262568
248,-15666.65177,7229659.779262569
2039,-16247.71177,7229754.649262568
183,-16382.28177,7230031.759262568
414,-16247.74177,7229744.499262569
608,-16131.20177,7229735.959262568
67,-16445.79177,7229767.459262568
591,-15629.54177,7229801.419262568
369,-16333.31177,7229716.989262569
199,-15382.22177,7229547.629262568
8688,-16964.62177,7229773.419262568
554,-16131.20177,7229735.929262568
1366,-15663.45177,7229824.249262569
428,-15670.74177,7229830.799262568
437,-15750.87177,7229800.959262568
2417,-16326.04177,7229695.299262568
763,-15658.38177,7229815.749262569
891,-15760.81177,7229799.019262568
68,-16320.26177,7229746.239262569
1830,-16237.66177,7229733.479262568
1462,-15680.91177,7229792.249262569
1649,-16230.84177,7229742.319262568
380,-15658.51177,7229821.739262569
688,-16300.15177,7229804.289262569
18,-15678.84177,7229809.489262569
454,-15627.83177,7229777.009262568
336,-15718.92177,7229956.369262569
1407,-15650.44177,7229822.829262569
577,-15780.39177,7229867.009262568
2002,-15635.73177,7229829.079262569
2827,-16328.40177,7229712.059262568
1917,-16241.43177,7229746.749262569
1227,-16333.43177,7229758.989262569
345,-16298.92177,7229703.559262568
266,-16180.23177,7229987.659262569
145,-15509.84177,7229700.239262569
151,-15510.51177,7229700.659262569
1996,-16360.05177,7229438.699262569
10276,-16363.09177,7229438.359262568
2898,-16366.16177,7229742.179262568
1197,-16335.46177,7229763.249262569
1517,-15722.25177,7229798.389262568
63,-15514.65177,7229704.049262568
62,-15513.04177,7229703.739262569
668,-16299.65177,7229747.269262568
1309,-16270.98177,7229761.179262568
310,-15653.45177,7230234.279262569
924,-16182.20177,7229982.109262568
75,-15508.40177,7229700.319262568
84,-15512.34177,7229705.099262568
498,-15633.15177,7229869.269262568
56,-16229.73177,7229723.429262568
1397,-15691.64177,7229807.009262568
327,-15677.31177,7230053.909262569
4931,-15826.20177,7229811.019262568
956,-15653.13177,7229812.679262568
62,-15514.29177,7229703.299262568
62,-15512.90177,7229703.429262568
79,-15512.01177,7229703.989262569
80,-15512.26177,7229705.209262568
325,-15846.91177,7229462.439262568
390,-15534.14177,7229984.559262568
79,-15509.45177,7229698.929262568
80,-15509.54177,7229698.379262568
6088,-15680.81177,7229782.459262568
29,-15740.98177,7229666.429262568
1888,-16324.64177,7229707.719262568
1415,-15660.23177,7229813.549262568
2102,-15509.79177,7229700.209262568
0,-15634.87177,7229843.659262569
629,-16247.82177,7229608.419262568
3416,-16342.56177,7229724.279262569
2575,-16456.50177,7229761.669262568
111,-16282.81177,7229723.179262568
1038,-15783.41177,7229758.729262568
112,-15509.82177,7229700.049262568
459,-15603.15177,7229360.009262568
6062,-16336.44177,7229772.959262568
2095,-16183.90177,7229789.349262568
67,-15513.18177,7229703.379262568
38345,-15784.76177,7230118.819262568
81,-16499.09177,7229852.319262568
920,-15663.42177,7230157.099262568
196,-15510.18177,7229698.379262568
523,-15905.68177,7230007.649262568
46,-15919.24177,7230011.249262569
574,-15464.83177,7230092.649262568
96,-16950.67177,7229794.679262568
7728,-16129.51177,7229772.819262568
1898,-16548.77177,7229618.099262568
1510,-15383.11177,7230188.699262569
1329,-15687.67177,7229809.209262568
313,-16140.21177,7229766.409262569
868,-15743.51177,7229803.069262568
92,-16960.98177,7229770.429262568
1036,-15747.18177,7229746.009262568
562,-15829.21177,7229676.029262569
1508,-16336.55177,7229719.009262568
27,-16337.76177,7229763.269262568
270,-15614.29177,7229910.739262569
499,-15633.08177,7229806.569262568
301,-15692.37177,7229808.909262569
498,-15680.13177,7229809.249262569
66,-16299.30177,7229746.139262568
3009,-15751.08177,7229645.549262568
86,-16473.15177,7229806.989262569
1002,-16171.01177,7229712.859262568
55,-16073.15177,7229906.679262568
2583,-15711.60177,7229671.989262569
83,-15751.83177,7229747.119262569
878,-16267.03177,7229722.299262568
355,-16607.24177,7229861.409262569
323,-16428.18177,7229703.179262568
26,-16095.87177,7229556.929262568
686,-16355.34177,7229431.159262569
53,-15636.12177,7229865.739262569
1946,-16366.91177,7229769.149262568
43,-15833.41177,7229901.929262568
85,-15963.65177,7229963.199262569
189,-15957.00177,7229973.079262569
40,-15636.42177,7229929.029262569
184,-15604.95177,7229916.949262569
880,-15633.63177,7229864.499262569
36,-16266.34177,7229721.069262568
1276,-16231.09177,7229784.169262568
103,-16959.98177,7229766.679262568
97,-16960.09177,7229766.679262568
88,-16421.77177,7229552.079262569
736,-16500.34177,7229855.379262568
39,-16152.90177,7229939.599262568
2639,-16347.28177,7229728.489262569
233,-16587.18177,7229836.779262569
930,-16375.62177,7229680.099262568
978,-15697.44177,7229896.989262569
1325,-15615.14177,7229781.099262568
382,-15463.68177,7229616.749262569
434,-15711.28177,7229778.059262568
967,-16252.26177,7229706.189262568
2127,-16270.98177,7229779.879262568
1241,-15818.56177,7229671.859262569
597,-16430.32177,7229557.789262569
158,-16428.39177,7229499.049262568
461,-15810.62177,7229795.589262568
609,-15866.22177,7229658.959262568
2619,-15725.14177,7229880.719262568
908,-16284.84177,7229703.669262568
1406,-16384.81177,7230043.379262568
213,-15636.17177,7229815.839262568
8873,-16185.38177,7229788.049262568
1482,-16232.05177,7229751.059262568
402,-16366.49177,7229440.519262568
322,-16444.38177,7230113.139262568
591,-16939.83177,7229741.089262568
1506,-15735.31177,7229736.699262569
334,-16464.33177,7230127.349262568
592,-16019.01177,7229908.489262569
77,-16018.95177,7229908.489262569
3139,-16152.35177,7229406.259262568
8,-15632.95177,7229842.789262569
13,-16299.79177,7229673.239262569
77,-16018.76177,7229908.659262569
664,-16284.23177,7229746.099262568
380,-16034.64177,7229774.559262568
623,-16213.61177,7230111.519262568
208,-16204.80177,7229700.179262568
378,-16364.26177,7230030.849262568
389,-15527.34177,7229996.489262569
1010,-16608.76177,7229278.599262568
14,-15387.69177,7229549.769262568
7756,-16236.67177,7229719.609262568
1577,-16208.04177,7229773.269262568
832,-15757.09177,7229748.189262568
1241,-15867.29177,7229658.959262568
542,-16384.53177,7230044.099262568
978,-16286.88177,7229594.959262568
188,-16017.84177,7229908.819262568
191,-16018.95177,7229907.519262568
1204,-16507.89177,7229545.629262568
1201,-16339.15177,7230367.689262568
66,-16555.77177,7230118.049262568
179,-16488.92177,7230085.359262568
446,-15933.33177,7230297.069262568
208,-16152.98177,7229716.469262568
33,-16976.53177,7229651.289262569
1770,-16006.93177,7229699.899262568
1196,-15738.42177,7229459.449262569
521,-16559.85177,7230116.689262568
302,-15810.23177,7229617.709262568
3,-16552.56177,7229943.659262569
162,-16206.20177,7229866.619262569
742,-16394.38177,7229545.089262568
2401,-16558.64177,7230116.609262568
370,-16259.73177,7229649.849262568
357,-16259.15177,7229649.819262568
662,-16602.64177,7229772.429262568
2764,-16557.48177,7230116.689262568
383,-16133.67177,7229703.449262569
171,-15696.06177,7229894.569262568
168,-15696.06177,7229894.269262568
49,-16293.68177,7229631.379262568
29,-16274.59177,7229638.929262568
182,-15696.40177,7229893.799262568
93,-16237.18177,7229653.099262568
29,-16451.45177,7229893.379262568
447,-16244.20177,7229651.159262569
185,-15696.20177,7229894.489262569
251,-16164.91177,7229709.639262568
1586,-16161.37177,7230328.679262568
209,-16559.85177,7230117.309262568
134,-16330.93177,7229682.319262568
145,-16641.81177,7229684.989262569
206,-16571.41177,7229663.709262568
58,-16673.56177,7229730.599262568
126,-16516.40177,7229664.129262568
92,-16626.98177,7229643.749262569
240,-16583.37177,7229724.239262569
54,-16613.46177,7229666.719262568
81,-16604.88177,7229727.889262568
93,-16766.35177,7229709.859262568
102,-16753.58177,7229683.409262569
331,-16558.39177,7230116.589262568
1290,-16661.74177,7229639.739262569
1215,-16557.89177,7230116.269262568
810,-15890.13177,7229755.059262568
755,-16590.74177,7230143.749262569
673,-16557.24177,7230115.799262568
898,-16556.87177,7230115.489262569
702,-16585.78177,7230133.679262568
424,-16578.81177,7230134.679262568
1406,-16476.99177,7229863.949262569
210,-16204.62177,7229865.379262568
213,-16580.62177,7230133.519262568
30,-16101.98177,7229664.459262568
4527,-16525.15177,7230222.069262568
9,-16229.82177,7229640.389262568
26,-15774.93177,7230361.019262568
284,-15831.95177,7230359.239262569
1039,-16972.71177,7229692.349262568
454,-16964.04177,7229649.849262568
49,-16510.68177,7229721.519262568
54,-16512.95177,7229711.159262569
35,-16501.87177,7229699.099262568
31,-16511.65177,7229712.019262568
439,-16288.26177,7229634.269262568
32,-16513.90177,7229711.959262568
211,-16580.65177,7230133.429262568
34,-16104.06177,7229663.599262568
13,-16765.76177,7229654.349262568
280,-16653.70177,7229704.019262568
626,-16559.08177,7230122.219262568
1070,-16143.75177,7229694.629262568
29,-15844.51177,7230275.429262568
30,-15841.48177,7230259.349262568
34,-16488.09177,7229715.569262568
26,-16488.20177,7229714.409262569
45,-15703.15177,7230241.849262568
60,-15714.68177,7230237.569262568
97,-16225.62177,7229975.479262568
407,-16522.51177,7229421.209262568
4104,-16643.20177,7229684.169262568
2690,-16647.71177,7229703.869262569
80,-16502.40177,7229679.679262568
95,-15697.48177,7230250.929262568
28,-16368.20177,7229857.859262568
164,-15794.87177,7230322.519262568
41,-15809.06177,7230324.849262568
48,-16511.29177,7229689.429262568
34,-16511.93177,7229719.929262568
1334,-16068.55177,7229600.469262568
17,-16674.68177,7229728.239262569
2430,-16563.32177,7230121.529262569
36,-16488.31177,7229716.159262569
45,-15846.54177,7230293.429262568
25,-16743.01177,7229671.619262569
32,-16367.01177,7229684.739262569
225,-16593.84177,7230150.179262568
410,-16284.15177,7229642.269262568
359,-16558.23177,7230119.449262569
219,-16589.45177,7230142.709262568
212,-16590.48177,7230142.629262568
2504,-15803.68177,7229971.619262569
24,-15803.59177,7230331.769262568
376,-16491.05177,7229839.319262568
278,-15809.04177,7230324.769262568
50,-15841.15177,7230278.319262568
24,-15855.06177,7230360.429262568
21,-15879.40177,7230356.819262568
29,-16836.26177,7229948.379262568
669,-16962.69177,7229650.419262568
76,-16723.31177,7229665.729262568
324,-15925.04177,7230321.659262569
83,-15932.48177,7230318.069262568
502,-16073.48177,7229744.249262569
39,-16345.01177,7229686.959262568
5489,-16543.85177,7229659.059262568
1364,-15751.52177,7229761.479262568
1914,-16066.01177,7230325.959262568
100,-16448.15177,7229889.269262568
43,-15705.51177,7230241.629262568
89,-15696.31177,7230248.789262569
13,-16677.62177,7229727.049262568
12,-16634.54177,7229677.569262568
55,-16446.33177,7229886.869262569
84,-16754.93177,7229852.569262568
89,-16857.18177,7229969.099262568
23,-16591.98177,7229678.659262569
25,-16791.31177,7229667.939262568
381,-15685.26177,7230263.269262568
252,-15688.06177,7230262.659262569
1366,-16193.76177,7230445.519262568
4,-16492.23177,7229680.409262569
40,-15719.43177,7230240.739262569
64,-15693.62177,7230245.489262569
320,-15927.48177,7230320.489262569
226,-15930.45177,7230318.929262568
24,-15799.48177,7230333.569262568
30,-15793.48177,7230324.519262568
24,-16371.93177,7230392.799262568
27,-16185.15177,7230365.599262568
50,-16460.92177,7229886.469262568
277,-16775.06177,7229674.349262568
485,-16495.70177,7229869.019262568
221,-16670.22177,7229646.879262568
24,-16183.79177,7230366.629262568
1228,-16372.71177,7229585.099262568
93,-16113.93177,7229652.899262568
397,-16485.65177,7229885.739262569
16,-16100.20177,7229784.459262568
8,-16838.70177,7229951.319262568
22,-16183.23177,7230366.129262568
26,-16079.01177,7230358.549262568
34,-16836.76177,7229948.519262568
65,-16950.89177,7229637.849262568
60,-16951.75177,7229640.049262568
44,-15835.54177,7230312.319262568
72,-16438.82177,7229893.609262568
18,-16089.26177,7229774.549262568
350,-16466.29177,7229657.959262568
850,-15517.73177,7230045.949262569
9,-16136.40177,7229886.489262569
323,-15922.70177,7230323.179262568
1663,-16600.19177,7229774.099262568
209,-15843.23177,7229881.659262569
322,-16955.52177,7229637.089262568
86,-16959.70177,7229640.649262568
414,-16491.61177,7229875.519262568
561,-16493.62177,7229868.709262568
14,-16443.54177,7229887.669262568
17,-16446.59177,7229885.269262568
148,-16202.37177,7229765.409262569
481,-16562.29177,7230122.209262568
202,-16511.06177,7229650.769262568
226,-15716.75177,7229858.809262568
13,-16392.18177,7229888.019262568
68,-16040.51177,7230352.739262569
71,-16040.90177,7230352.069262568
27,-16078.29177,7230359.049262568
69,-16078.15177,7230358.989262569
64,-16401.56177,7229892.659262569
95,-16660.88177,7229665.849262568
77,-16661.85177,7229665.649262568
473,-16487.01177,7229886.429262568
20,-16427.47177,7229453.759262568
16,-16387.77177,7229454.959262568
73,-15782.74177,7229801.239262569
18,-16669.57177,7229663.849262568
513,-16498.59177,7229867.819262568
60,-15788.10177,7229800.309262568
362,-16734.15177,7229639.129262568
60,-15997.41177,7229874.899262568
14,-16665.07177,7229663.449262569
19,-16667.97177,7229666.789262569
214,-16279.15177,7229644.209262568
464,-15742.15177,7229880.799262568
46,-16359.02177,7229452.019262568
50,-16498.58177,7229412.969262568
34,-16496.22177,7229427.739262569
135,-16102.56177,7229883.709262568
580,-16494.15177,7229881.409262569
83,-15990.87177,7229845.259262568
19,-16131.04177,7229860.989262569
280,-16396.53177,7229882.039262569
750,-16752.72177,7230276.889262568
30,-16400.09177,7229889.159262569
155,-16659.83177,7229472.199262569
53,-16457.62177,7229417.989262569
58,-16661.54177,7229689.799262568
13207,-16236.27177,7229645.359262568
63,-16506.41177,7229958.289262569
22,-16538.60177,7229907.029262569
230,-16128.73177,7229493.049262568
721,-16591.81177,7230333.179262568
746,-16577.95177,7229391.559262568
15,-16212.51177,7229633.209262568
62,-15951.60177,7229565.199262569
52,-16259.23177,7229472.459262568
1613,-16433.43177,7229639.139262568
249,-17124.16177,7229556.719262568
20,-15729.62177,7229895.659262569
731,-16389.02177,7229871.689262568
1082,-16670.31177,7229725.459262568
316,-15994.41177,7229874.429262568
81,-17080.84177,7229674.709262568
699,-16155.34177,7229640.069262568
81,-16000.85177,7229822.759262568
172,-15994.95177,7229873.429262568
173,-16276.36177,7229646.079262569
32,-16534.09177,7229438.099262568
59,-16461.14177,7229891.809262568
65,-16528.38177,7229913.679262568
45,-16514.04177,7230215.929262568
381,-16442.04177,7229888.989262569
13,-16506.20177,7229437.289262569
12,-16507.38177,7229440.229262568
2035,-15842.49177,7230080.509262568
23,-16205.84177,7229873.099262568
147,-16509.18177,7229440.009262568
1458,-15975.96177,7229986.089262568
42,-16520.68177,7229439.699262569
391,-16214.54177,7229652.269262568
176,-15788.24177,7229662.429262568
21,-16519.50177,7229420.719262568
1742,-16736.89177,7229757.649262568
449,-16217.70177,7229650.179262568
133,-16526.17177,7229897.589262568
21,-16268.76177,7229643.929262568
120,-16246.75177,7229651.829262569
69,-16693.80177,7229643.559262568
48206,-16649.42177,7229695.789262569
70,-15470.63177,7229551.439262568
1127,-16296.26177,7229639.379262568
1263,-16607.49177,7229769.899262568
1416,-16613.60177,7229766.889262568
1851,-16195.27177,7229694.949262569
693,-15964.30177,7229852.669262568
4594,-15871.99177,7229737.499262569
